id,league,name,nickname,season,gamesPlayed,wins,losses,overtimeLosses,shootoutWins,shootoutLosses,points,goalsFor,goalsAgainst,goalsDiff,winPercent,S,SA,FOPct,SB,H,TkA,GvA,PIMPerG,PPO,PPG,PPPercent,SHGA,SHO,PPGA,PKPercent,leagueRank,divisionRank,conferenceRank,playoffResult,playoffWins,playoffLosses
9,0,Edmonton,Blizzard,18,50,34,10,6,0,0,74,0,0,0,0.68,,,,,,,,,,,,,,,,1,,1,Round 2,7,4
6,0,Seattle,Riot,20,50,34,12,4,0,0,72,0,0,0,0.68,,,,,,,,,,,,,,,,2,,1,Round 1,0,4
11,0,Winnipeg,Jets,22,52,34,14,4,0,0,72,0,0,0,0.654,,,,,,,,,,,,,,,,1,,1,Round 1,1,4
10,0,Minnesota,Chiefs,12,50,33,15,2,0,0,68,0,0,0,0.66,,,,,,,,,,,,,,,,2,,2,Cup Winner,12,7
2,0,Hamilton,Steelhawks,12,50,33,17,0,0,0,66,0,0,0,0.66,,,,,,,,,,,,,,,,3,,3,Round 1,1,4
7,0,West Kendall,Platoon,8,50,33,14,3,0,0,69,0,0,0,0.66,,,,,,,,,,,,,,,,1,,1,Finals Lost,5,6
5,0,New England,Wolfpack,34,50,33,12,5,0,0,71,192,152,40,0.66,,,,,,,,,,,,,,,,1,,1,Round 2,4,7
8,0,Calgary,Dragons,14,50,33,14,3,0,0,69,0,0,0,0.66,,,,,,,,,,,,,,,,1,,1,Round 1,2,4
9,0,Edmonton,Blizzard,11,50,33,16,1,0,0,67,0,0,0,0.66,,,,,,,,,,,,,,,,3,,2,Round 1,3,4
13,0,Los Angeles,Panthers,16,50,33,15,2,0,0,68,0,0,0,0.66,,,,,,,,,,,,,,,,3,,1,Round 1,2,4
3,0,Toronto,North Stars,16,50,33,12,5,0,0,71,0,0,0,0.66,,,,,,,,,,,,,,,,2,,2,Finals Lost,10,6
3,0,Toronto,North Stars,7,50,33,13,4,0,0,70,0,0,0,0.66,,,,,,,,,,,,,,,,1,,1,Round 2,1,4
13,0,Los Angeles,Panthers,22,52,33,13,6,0,0,72,0,0,0,0.635,,,,,,,,,,,,,,,,2,,2,Finals Lost,11,7
3,0,Toronto,North Stars,12,50,33,13,4,0,0,70,0,0,0,0.66,,,,,,,,,,,,,,,,1,,1,Round 2,7,5
6,0,Seattle,Riot,21,52,33,14,5,0,0,71,0,0,0,0.635,,,,,,,,,,,,,,,,2,,2,Round 2,7,7
7,0,West Kendall,Platoon,26,50,33,12,5,0,0,71,0,0,0,0.66,,,,,,,,,,,,,,,,1,,1,Round 1,3,4
15,0,Texas,Renegades,20,50,33,14,3,0,0,69,0,0,0,0.66,,,,,,,,,,,,,,,,3,,2,Cup Winner,12,4
4,0,Manhattan,Rage,49,50,33,15,2,0,0,68,186,137,49,0.66,,,,,,,,,,,,,,,,3,1,2,Round 3,6,5
14,0,New Orleans,Specters,47,50,33,14,3,0,0,69,174,143,31,0.66,,,,,,,,,,,,,,,,2,1,1,Round 2,3,4
9,0,Edmonton,Blizzard,47,50,33,16,1,0,0,67,178,132,46,0.66,,,,,,,,,,,,,,,,3,1,2,Round 2,2,4
3,0,Toronto,North Stars,61,66,33,29,1,2,3,70,209,197,12,0.5,,,,,,,,,,,,,,,,10,4,6,Round 1,1,4
2,0,Hamilton,Steelhawks,55,50,33,14,1,0,2,69,198,107,91,0.66,,,,,,,,,,,,,,,,5,2,3,Round 2,5,7
2,0,Hamilton,Steelhawks,52,50,33,15,2,0,0,68,187,159,28,0.66,,,,,,,,,,,,,,,,2,1,1,Round 2,1,4
8,0,Calgary,Dragons,39,50,33,14,3,0,0,69,155,125,30,0.66,,,,,,,,,,,,,,,,2,,1,Round 1,0,4
2,0,Hamilton,Steelhawks,39,50,33,12,5,0,0,71,185,153,32,0.66,,,,,,,,,,,,,,,,1,,1,Round 1,3,4
3,0,Toronto,North Stars,44,50,33,15,2,0,0,68,141,113,28,0.66,,,,,,,,,,,,,,,,2,,1,Round 1,3,4
13,0,Los Angeles,Panthers,41,50,33,13,4,0,0,70,187,151,36,0.66,,,,,,,,,,,,,,,,2,,2,Finals Lost,11,10
13,0,Los Angeles,Panthers,54,50,33,17,0,2,0,66,160,114,46,0.66,,,,,,,,,,,,,,,,4,1,1,Round 2,7,5
22,0,Cincinnati,Six,83,66,33,32,0,3,1,67,242,252,-10,0.5,2283,2196,50.3,1260,1601,683,816,7.36,196,26,0.1327,5,204,39,0.8088,14,,8,Round 1,1,4
10,0,Minnesota,Monarchs,85,66,33,29,2,2,2,70,282,275,7,0.5,2247,2015,54.8,1264,1499,818,810,7.33,206,29,0.1408,3,209,35,0.8325,12,,6,Round 1,3,4
20,0,Montreal,Patriotes,83,66,33,30,2,1,1,69,260,249,11,0.5,2278,1987,52.1,1083,1525,692,764,6.06,187,34,0.1818,8,150,22,0.8533,12,,6,Round 1,1,4
2,0,Hamilton,Steelhawks,85,66,33,29,3,2,1,70,268,287,-19,0.5,2145,2152,51.9,1428,1148,742,891,8.24,240,34,0.1417,11,241,40,0.834,13,,7,Round 1,2,4
13,0,Los Angeles,Panthers,81,66,33,26,5,1,2,73,278,244,34,0.5,2390,2323,48.5,1470,1045,591,564,8.5,224,45,0.2009,10,238,52,0.7815,12,4,7,Round 2,6,6
0,0,Buffalo,Stampede,79,66,33,26,6,4,1,73,242,239,3,0.5,2479,2525,52,1398,1180,569,633,7.03,211,48,0.2275,11,203,36,0.8227,11,3,7,Round 2,4,6
1,0,Chicago,Syndicate,73,66,33,29,3,1,1,70,275,253,22,0.5,2635,2403,50.5,1118,1278,603,595,7.94,253,55,0.2174,10,226,48,0.7876,11,3,5,Round 2,7,4
6,0,Tampa Bay,Barracuda,76,66,33,26,7,3,0,73,281,254,27,0.5,2421,2582,52.1,1406,1010,664,596,9.27,223,47,0.2108,6,274,52,0.8102,9,3,4,Round 1,2,4
2,0,Hamilton,Steelhawks,83,66,33,30,2,1,1,69,245,243,2,0.5,2020,2292,50.8,1098,1545,584,826,8.8,231,37,0.1602,6,247,55,0.7773,13,,7,Round 2,4,6
10,0,Minnesota,Monarchs,73,66,33,30,3,2,0,69,284,281,3,0.5,2842,2584,50.3,1083,1333,643,584,7.79,185,44,0.2378,14,237,41,0.827,12,4,6,Round 1,1,4
2,0,Hamilton,Steelhawks,71,66,33,31,1,2,1,68,269,294,-25,0.5,2403,2503,51,871,1465,698,541,8.56,260,44,0.1692,19,249,38,0.8474,11,4,7,Round 1,1,4
14,0,New Orleans,Specters,82,66,33,28,2,2,3,71,267,270,-3,0.5,1965,2102,49.2,1465,1409,734,749,7.58,238,46,0.1933,8,216,39,0.8194,10,1,5,Round 2,7,5
21,0,Philadelphia,Forge,62,66,32,25,4,1,5,73,231,199,32,0.485,,,,,,,,,,,,,,,,10,3,6,Round 1,2,4
14,0,New Orleans,Specters,68,66,32,29,2,3,3,69,189,197,-8,0.485,2211,1919,49.7,1352,1387,566,469,4.89,180,43,0.2389,7,141,19,0.8652,11,3,5,Round 1,1,4
5,0,New England,Wolfpack,76,66,32,29,4,1,1,69,287,260,27,0.485,2855,2493,48.7,1107,1186,698,629,9.08,243,49,0.2016,8,247,45,0.8178,10,2,5,Round 1,3,4
9,0,Edmonton,Blizzard,69,66,32,27,4,1,3,71,240,227,13,0.485,2268,2043,56.5,765,1305,623,538,7.73,211,49,0.2322,7,219,40,0.8174,12,3,6,Round 2,5,4
0,0,Buffalo,Stampede,78,66,32,28,4,2,2,70,293,283,10,0.485,2632,2614,52.9,1150,1174,676,648,7.14,204,53,0.2598,11,194,49,0.7474,12,3,7,Round 2,5,7
7,0,Baltimore,Platoon,80,66,32,30,2,1,2,68,253,265,-12,0.485,2411,2459,52.6,1160,974,713,649,7.39,234,51,0.2179,12,218,39,0.8211,12,5,6,Round 1,2,4
15,0,Texas,Renegades,82,66,32,30,2,2,2,68,227,261,-34,0.485,1871,2185,48.9,1384,1338,662,913,7.62,240,41,0.1708,6,213,28,0.8685,12,3,7,Round 1,1,4
6,0,Tampa Bay,Barracuda,66,66,32,25,7,1,2,73,281,247,34,0.485,2384,2272,50.1,1076,1277,678,596,7.52,210,42,0.2,8,205,53,0.7415,12,3,6,Round 2,6,4
14,0,New Orleans,Specters,79,66,32,30,2,3,2,68,235,233,2,0.485,2379,2173,53.3,1635,1138,671,682,8.03,242,49,0.2025,9,227,52,0.7709,12,2,5,Round 1,2,4
7,0,Baltimore,Platoon,81,66,32,30,2,2,2,68,246,259,-13,0.485,2309,2539,45.9,1306,1125,714,672,8.61,238,44,0.1849,18,251,55,0.7809,13,4,6,Round 1,2,4
2,0,Hamilton,Steelhawks,74,66,32,28,4,1,2,70,310,294,16,0.485,2784,2532,51.7,1101,1291,724,580,8.09,241,56,0.2324,11,246,47,0.8089,13,3,7,Round 1,3,4
3,0,Toronto,North Stars,62,66,32,29,3,4,2,69,195,177,18,0.485,,,,,,,,,,,,,,,,11,4,7,Round 1,0,4
15,0,Texas,Renegades,45,50,32,15,3,0,0,67,163,139,24,0.64,,,,,,,,,,,,,,,,2,,2,Round 2,7,4
18,0,Atlanta,Inferno,61,66,32,30,2,3,2,68,198,214,-16,0.485,,,,,,,,,,,,,,,,12,4,8,Round 1,0,4
9,0,Edmonton,Blizzard,51,50,32,14,4,0,0,68,177,138,39,0.64,,,,,,,,,,,,,,,,2,1,2,Finals Lost,9,7
9,0,Edmonton,Blizzard,53,50,32,13,2,1,3,69,172,121,51,0.64,,,,,,,,,,,,,,,,5,1,2,Finals Lost,10,7
9,0,Edmonton,Blizzard,56,50,32,17,0,0,1,65,192,123,69,0.64,,,,,,,,,,,,,,,,7,2,3,Round 3,11,8
12,0,San Francisco,Pride,50,50,32,14,4,0,0,68,162,141,21,0.64,,,,,,,,,,,,,,,,1,1,1,Round 2,0,4
5,0,New England,Wolfpack,38,50,32,14,4,0,0,68,196,150,46,0.64,,,,,,,,,,,,,,,,4,,2,Round 1,3,4
15,0,Texas,Renegades,40,50,32,12,6,0,0,70,167,147,20,0.64,,,,,,,,,,,,,,,,2,,2,Round 1,1,4
11,0,Winnipeg,Jets,37,50,32,17,1,0,0,65,172,141,31,0.64,,,,,,,,,,,,,,,,2,,2,Cup Winner,12,6
9,0,Edmonton,Blizzard,41,50,32,13,5,0,0,69,186,140,46,0.64,,,,,,,,,,,,,,,,3,,3,Round 1,3,4
11,0,Winnipeg,Jets,40,50,32,11,7,0,0,71,184,145,39,0.64,,,,,,,,,,,,,,,,1,,1,Round 2,7,7
8,0,Calgary,Dragons,31,50,32,16,2,0,0,66,159,129,30,0.64,,,,,,,,,,,,,,,,2,,1,Round 1,2,4
5,0,New England,Wolfpack,31,50,32,13,5,0,0,69,162,126,36,0.64,,,,,,,,,,,,,,,,1,,1,Cup Winner,12,7
7,0,West Kendall,Platoon,5,44,32,7,5,0,0,69,0,0,0,0.727,,,,,,,,,,,,,,,,1,,1,Cup Winner,8,1
3,0,Toronto,North Stars,31,50,32,16,2,0,0,66,145,119,26,0.64,,,,,,,,,,,,,,,,3,,2,Round 2,7,5
5,0,New England,Wolfpack,33,50,32,15,3,0,0,67,176,129,47,0.64,,,,,,,,,,,,,,,,1,,1,Cup Winner,12,6
6,0,Seattle,Riot,26,50,32,12,6,0,0,70,0,0,0,0.64,,,,,,,,,,,,,,,,2,,1,Finals Lost,8,8
9,0,Edmonton,Blizzard,13,50,32,12,6,0,0,70,0,0,0,0.64,,,,,,,,,,,,,,,,1,,1,Cup Winner,12,6
11,0,Winnipeg,Jets,9,50,32,14,4,0,0,68,0,0,0,0.64,,,,,,,,,,,,,,,,3,,2,Round 1,3,4
15,0,Texas,Renegades,85,66,32,32,2,1,0,66,328,297,31,0.485,2394,2229,50.3,1307,1505,691,907,6.65,201,37,0.1841,6,182,41,0.7747,14,,7,Round 1,1,4
22,0,Cincinnati,Six,86,66,32,32,2,1,0,66,272,274,-2,0.485,2088,2410,46.1,826,1481,638,744,7.14,189,38,0.2011,3,198,37,0.8131,15,,8,Round 1,0,4
23,0,Nashville,Sound,83,66,31,33,1,3,1,64,253,271,-18,0.47,2142,2351,48.4,987,1443,576,846,6.79,205,54,0.2634,3,190,41,0.7842,16,,10,Missed,,
25,0,Madison,Valkyries,87,66,31,31,3,1,1,66,245,283,-38,0.47,2090,2337,50.2,975,1585,709,803,7.55,209,24,0.1148,8,188,29,0.8457,12,,7,Missed,,
23,0,Nashville,Sound,87,66,31,31,2,3,2,66,269,286,-17,0.47,2320,2273,48.4,1270,1623,650,807,7.03,202,30,0.1485,10,217,47,0.7834,13,,6,Missed,,
2,0,Hamilton,Steelhawks,51,50,31,15,4,0,0,66,196,164,32,0.62,,,,,,,,,,,,,,,,3,1,1,Cup Winner,12,2
19,0,Seattle,Argonauts,60,66,31,26,2,1,7,71,223,220,3,0.47,,,,,,,,,,,,,,,,11,4,6,Round 1,3,4
13,0,Los Angeles,Panthers,59,66,31,27,3,4,5,70,205,209,-4,0.47,,,,,,,,,,,,,,,,9,2,5,Round 1,2,4
10,0,Minnesota,Chiefs,38,50,31,12,7,0,0,69,173,145,28,0.62,,,,,,,,,,,,,,,,3,,1,Round 2,7,7
8,0,Calgary,Dragons,41,50,31,13,6,0,0,68,173,149,24,0.62,,,,,,,,,,,,,,,,4,,4,Round 1,2,4
8,0,Calgary,Dragons,55,50,31,13,2,3,4,68,168,120,48,0.62,,,,,,,,,,,,,,,,6,2,3,Round 1,2,4
7,0,West Kendall,Platoon,40,50,31,16,3,0,0,65,159,145,14,0.62,,,,,,,,,,,,,,,,4,,1,Round 1,2,4
8,0,Calgary,Dragons,40,50,31,13,6,0,0,68,170,141,29,0.62,,,,,,,,,,,,,,,,3,,3,Cup Winner,12,7
13,0,Los Angeles,Panthers,61,66,31,29,5,2,1,68,202,236,-34,0.47,,,,,,,,,,,,,,,,13,3,5,Round 1,1,4
8,0,Calgary,Dragons,53,50,31,14,1,1,4,67,189,134,55,0.62,,,,,,,,,,,,,,,,6,2,3,Round 1,3,4
8,0,Calgary,Dragons,36,50,31,15,4,0,0,66,175,132,43,0.62,,,,,,,,,,,,,,,,1,,1,Round 2,4,7
10,0,Minnesota,Monarchs,62,66,31,34,0,2,1,63,208,243,-35,0.47,,,,,,,,,,,,,,,,15,3,7,Round 1,1,4
12,0,San Francisco,Pride,52,50,31,12,7,0,0,69,177,138,39,0.62,,,,,,,,,,,,,,,,1,1,1,Finals Lost,10,9
19,0,Seattle,Argonauts,61,66,31,30,3,2,2,67,217,220,-3,0.47,,,,,,,,,,,,,,,,14,4,6,Round 1,1,4
11,0,Winnipeg,Jets,39,50,31,18,1,0,0,63,163,134,29,0.62,,,,,,,,,,,,,,,,3,,2,Round 2,6,7
2,0,Hamilton,Steelhawks,76,66,31,29,2,2,4,68,285,281,4,0.47,2799,2393,51.2,1137,1223,700,600,9.44,264,68,0.2576,10,277,52,0.8123,11,3,6,Round 3,9,10
4,0,Manhattan,Rage,76,66,31,32,2,1,1,65,246,259,-13,0.47,2337,2696,41.2,1384,1191,613,631,7.7,221,48,0.2172,10,203,44,0.7833,12,4,7,Round 1,1,4
14,0,New Orleans,Specters,65,66,31,29,2,1,4,68,202,211,-9,0.47,,,,,,,,,,,,,,,,13,3,6,Round 1,3,4
14,0,New Orleans,Specters,75,66,31,34,0,2,1,63,253,255,-2,0.47,2343,2314,49.4,1464,1209,679,760,8.08,191,42,0.2199,9,224,57,0.7455,13,3,6,Round 2,5,6
10,0,Minnesota,Monarchs,76,66,31,32,0,5,3,65,228,245,-17,0.47,2491,2209,57.2,1387,1084,679,613,7.47,212,39,0.184,19,203,40,0.803,13,4,6,Round 1,3,4
2,0,Hamilton,Steelhawks,72,66,31,31,2,2,2,66,296,306,-10,0.47,2534,2557,51.5,890,1370,680,529,10.59,283,70,0.2473,11,303,65,0.7855,12,4,7,Round 1,1,4
8,0,Calgary,Dragons,66,66,31,32,2,2,1,65,224,247,-23,0.47,2158,2226,52.5,1277,1208,722,433,6.29,202,43,0.2129,17,177,37,0.791,14,4,7,Round 1,1,4
11,0,Winnipeg,Aurora,82,66,31,30,4,0,1,67,257,274,-17,0.47,2010,2048,51.9,1094,1482,658,811,8.06,240,50,0.2083,9,225,41,0.8178,13,4,8,Round 1,1,4
18,0,Atlanta,Inferno,76,66,31,33,1,0,1,64,249,254,-5,0.47,2677,2300,53,1351,1189,646,670,8.45,271,53,0.1956,17,236,44,0.8136,14,5,8,Round 1,2,4
1,0,Chicago,Syndicate,82,66,31,29,4,0,2,68,274,256,18,0.47,2211,2038,47.4,1433,1371,676,756,7.7,246,40,0.1626,8,217,36,0.8341,11,2,6,Round 1,1,4
12,0,San Francisco,Pride,74,66,31,30,3,1,2,67,286,262,24,0.47,2461,2446,49.6,1295,1190,620,646,8.03,211,55,0.2607,28,216,46,0.787,14,3,7,Round 3,9,8
0,0,Buffalo,Stampede,81,66,31,30,3,1,2,67,264,247,17,0.47,2515,2510,50.4,1530,1128,580,623,8.21,244,48,0.1967,14,225,42,0.8133,14,3,7,Round 1,1,4
7,0,West Kendall,Platoon,25,50,31,16,3,0,0,65,0,0,0,0.62,,,,,,,,,,,,,,,,2,,1,Finals Lost,11,6
10,0,Minnesota,Chiefs,10,50,31,15,4,0,0,66,0,0,0,0.62,,,,,,,,,,,,,,,,3,,2,Cup Winner,12,9
8,0,Calgary,Dragons,26,50,31,15,4,0,0,66,0,0,0,0.62,,,,,,,,,,,,,,,,3,,2,Round 1,3,4
13,0,Los Angeles,Panthers,24,52,31,12,9,0,0,71,0,0,0,0.596,,,,,,,,,,,,,,,,1,,1,Finals Lost,11,6
11,0,Winnipeg,Jets,25,50,31,13,6,0,0,68,0,0,0,0.62,,,,,,,,,,,,,,,,1,,1,Cup Winner,12,6
3,0,Toronto,North Stars,27,50,31,13,6,0,0,68,0,0,0,0.62,,,,,,,,,,,,,,,,2,,1,Round 2,4,5
7,0,West Kendall,Platoon,6,60,31,24,5,0,0,67,0,0,0,0.517,,,,,,,,,,,,,,,,3,,1,Round 2,1,4
5,0,New England,Wolfpack,22,52,31,18,3,0,0,65,0,0,0,0.596,,,,,,,,,,,,,,,,3,,1,Round 1,1,4
2,0,Hamilton,Steelhawks,17,50,31,13,6,0,0,68,0,0,0,0.62,,,,,,,,,,,,,,,,1,,1,Round 2,7,6
8,0,Calgary,Dragons,6,60,31,24,5,0,0,67,0,0,0,0.517,,,,,,,,,,,,,,,,4,,3,Round 2,5,6
5,0,New England,Wolfpack,21,52,31,13,8,0,0,70,0,0,0,0.596,,,,,,,,,,,,,,,,3,,1,Round 2,6,5
11,0,Winnipeg,Jets,12,50,31,16,3,0,0,65,0,0,0,0.62,,,,,,,,,,,,,,,,4,,1,Finals Lost,11,8
4,0,Manhattan,Rage,7,50,31,14,5,0,0,67,0,0,0,0.62,,,,,,,,,,,,,,,,2,,2,Round 1,1,4
6,0,Las Vegas,Kings,9,50,31,18,1,0,0,63,0,0,0,0.62,,,,,,,,,,,,,,,,4,,3,Round 2,7,7
4,0,Manhattan,Rage,13,50,31,16,3,0,0,65,0,0,0,0.62,,,,,,,,,,,,,,,,3,,1,Finals Lost,9,7
11,0,Winnipeg,Jets,13,50,31,13,6,0,0,68,0,0,0,0.62,,,,,,,,,,,,,,,,2,,2,Round 1,0,4
4,0,Manhattan,Rage,14,50,30,16,4,0,0,64,0,0,0,0.6,,,,,,,,,,,,,,,,3,,2,Round 2,7,4
13,0,Los Angeles,Panthers,23,52,30,18,4,0,0,64,0,0,0,0.577,,,,,,,,,,,,,,,,1,,1,Round 1,3,4
2,0,Hamilton,Steelhawks,15,50,30,12,8,0,0,68,0,0,0,0.6,,,,,,,,,,,,,,,,4,,3,Round 1,1,4
2,0,Hamilton,Steelhawks,21,52,30,19,3,0,0,63,0,0,0,0.577,,,,,,,,,,,,,,,,4,,2,Finals Lost,9,9
4,0,Manhattan,Rage,19,50,30,16,4,0,0,64,0,0,0,0.6,,,,,,,,,,,,,,,,2,,2,Round 2,6,5
11,0,Winnipeg,Jets,19,50,30,18,2,0,0,62,0,0,0,0.6,,,,,,,,,,,,,,,,3,,1,Cup Winner,12,6
11,0,Winnipeg,Jets,24,52,30,18,4,0,0,64,0,0,0,0.577,,,,,,,,,,,,,,,,4,,2,Round 1,2,4
7,0,West Kendall,Platoon,10,50,30,18,2,0,0,62,0,0,0,0.6,,,,,,,,,,,,,,,,5,,3,Round 1,3,4
10,0,Minnesota,Chiefs,24,52,30,17,5,0,0,65,0,0,0,0.577,,,,,,,,,,,,,,,,2,,1,Round 2,5,7
2,0,Hamilton,Steelhawks,24,52,30,17,5,0,0,65,0,0,0,0.577,,,,,,,,,,,,,,,,3,,2,Cup Winner,12,6
11,0,Winnipeg,Jets,10,50,30,14,6,0,0,66,0,0,0,0.6,,,,,,,,,,,,,,,,4,,2,Finals Lost,11,8
15,0,Texas,Renegades,27,50,30,16,4,0,0,64,0,0,0,0.6,,,,,,,,,,,,,,,,3,,2,Round 1,2,4
12,0,Portland,Admirals,34,50,30,16,4,0,0,64,145,126,19,0.6,,,,,,,,,,,,,,,,3,,2,Finals Lost,10,7
13,0,Los Angeles,Panthers,34,50,30,12,8,0,0,68,159,131,28,0.6,,,,,,,,,,,,,,,,2,,1,Round 1,3,4
4,0,Manhattan,Rage,30,50,30,16,4,0,0,64,150,144,6,0.6,,,,,,,,,,,,,,,,5,,3,Round 1,3,4
9,0,Edmonton,Blizzard,33,50,30,16,4,0,0,64,165,139,26,0.6,,,,,,,,,,,,,,,,3,,2,Round 1,2,4
8,0,Calgary,Dragons,33,50,30,14,6,0,0,66,171,137,34,0.6,,,,,,,,,,,,,,,,2,,1,Finals Lost,10,6
2,0,Hamilton,Steelhawks,14,50,30,16,4,0,0,64,0,0,0,0.6,,,,,,,,,,,,,,,,2,,1,Round 1,2,4
9,0,Edmonton,Blizzard,32,50,30,19,1,0,0,61,141,120,21,0.6,,,,,,,,,,,,,,,,5,,3,Round 2,6,6
6,0,Seattle,Riot,32,50,30,15,5,0,0,65,141,123,18,0.6,,,,,,,,,,,,,,,,2,,2,Round 1,2,4
5,0,New England,Wolfpack,32,50,30,16,4,0,0,64,162,121,41,0.6,,,,,,,,,,,,,,,,3,,1,Round 2,4,7
15,0,Texas,Renegades,31,50,30,15,5,0,0,65,163,129,34,0.6,,,,,,,,,,,,,,,,4,,2,Round 1,2,4
7,0,West Kendall,Platoon,2,40,30,6,4,0,0,64,0,0,0,0.75,,,,,,,,,,,,,,,,1,,1,Cup Winner,8,2
7,0,West Kendall,Platoon,28,50,30,15,5,0,0,65,157,119,38,0.6,,,,,,,,,,,,,,,,2,,1,Finals Lost,10,10
2,0,Hamilton,Steelhawks,29,50,30,14,6,0,0,66,136,124,12,0.6,,,,,,,,,,,,,,,,3,,2,Finals Lost,11,9
7,0,West Kendall,Platoon,1,40,30,5,5,0,0,65,0,0,0,0.75,,,,,,,,,,,,,,,,1,,1,Finals Lost,5,7
10,0,Minnesota,Chiefs,8,50,30,16,4,0,0,64,0,0,0,0.6,,,,,,,,,,,,,,,,2,,2,Round 2,6,6
5,0,New England,Wolfpack,35,50,30,16,4,0,0,64,181,139,42,0.6,,,,,,,,,,,,,,,,2,,1,Round 2,5,4
10,0,Minnesota,Chiefs,31,50,30,19,1,0,0,61,168,138,30,0.6,,,,,,,,,,,,,,,,6,,3,Round 1,1,4
3,0,Toronto,North Stars,28,50,30,18,2,0,0,62,165,133,32,0.6,,,,,,,,,,,,,,,,5,,2,Round 1,1,4
1,0,Chicago,Syndicate,55,50,30,17,0,1,3,63,187,116,71,0.6,,,,,,,,,,,,,,,,7,3,4,Round 1,1,4
9,0,Edmonton,Blizzard,42,50,30,15,5,0,0,65,185,154,31,0.6,,,,,,,,,,,,,,,,2,,1,Round 2,5,6
21,0,Philadelphia,Forge,60,66,30,33,1,3,2,63,198,217,-19,0.455,,,,,,,,,,,,,,,,14,4,7,Round 1,2,4
11,0,Winnipeg,Jets,36,50,30,16,4,0,0,64,178,156,22,0.6,,,,,,,,,,,,,,,,2,,2,Round 1,2,4
14,0,New Orleans,Specters,54,50,30,16,4,3,0,64,163,138,25,0.6,,,,,,,,,,,,,,,,5,2,2,Cup Winner,12,5
6,0,Tampa Bay,Barracuda,50,50,30,14,6,0,0,66,179,142,37,0.6,,,,,,,,,,,,,,,,2,1,1,Finals Lost,11,8
1,0,Chicago,Syndicate,51,50,30,20,0,0,0,60,182,150,32,0.6,,,,,,,,,,,,,,,,4,1,2,Round 2,3,4
7,0,West Kendall,Platoon,48,50,30,17,3,0,0,63,179,146,33,0.6,,,,,,,,,,,,,,,,3,2,2,Round 3,5,5
14,0,New Orleans,Specters,48,50,30,15,5,0,0,65,163,135,28,0.6,,,,,,,,,,,,,,,,2,1,1,Round 3,7,6
7,0,West Kendall,Platoon,45,50,30,16,4,0,0,64,182,165,17,0.6,,,,,,,,,,,,,,,,3,,1,Finals Lost,11,7
2,0,Hamilton,Steelhawks,43,50,30,18,2,0,0,62,174,142,32,0.6,,,,,,,,,,,,,,,,2,,1,Round 1,2,4
13,0,Los Angeles,Panthers,44,50,30,16,4,0,0,64,165,147,18,0.6,,,,,,,,,,,,,,,,3,,2,Round 1,2,4
18,0,Atlanta,Inferno,58,66,30,34,2,4,0,62,212,225,-13,0.455,,,,,,,,,,,,,,,,10,2,6,Round 2,5,6
21,0,Philadelphia,Forge,61,66,30,27,4,1,5,69,199,197,2,0.455,,,,,,,,,,,,,,,,11,3,7,Round 1,2,4
10,0,Minnesota,Monarchs,61,66,30,30,2,0,4,66,192,197,-5,0.455,,,,,,,,,,,,,,,,15,3,7,Round 1,0,4
10,0,Minnesota,Monarchs,59,66,30,34,1,4,1,62,164,226,-62,0.455,,,,,,,,,,,,,,,,10,4,6,Missed,,
7,0,West Kendall,Platoon,49,50,30,15,5,0,0,65,176,139,37,0.6,,,,,,,,,,,,,,,,4,2,3,Round 1,3,4
2,0,Hamilton,Steelhawks,42,50,30,13,7,0,0,67,177,155,22,0.6,,,,,,,,,,,,,,,,1,,1,Round 2,5,5
12,0,San Francisco,Pride,62,66,30,32,0,1,4,64,202,223,-21,0.455,,,,,,,,,,,,,,,,14,4,6,Round 1,2,4
0,0,Buffalo,Stampede,84,66,30,32,1,3,3,64,223,281,-58,0.455,1952,2264,51.6,1163,1480,746,858,7.35,200,30,0.15,12,196,30,0.8469,14,,9,Missed,,
1,0,Chicago,Syndicate,87,66,30,34,1,3,1,62,249,287,-38,0.455,2152,2300,48.4,1279,1565,708,820,7.44,241,36,0.1494,5,213,41,0.8075,14,,8,Missed,,
13,0,Los Angeles,Panthers,71,66,30,33,0,2,3,63,222,280,-58,0.455,2513,2384,49.7,927,1531,656,637,5.94,193,38,0.1969,10,185,48,0.7405,12,2,5,Round 2,5,7
4,0,Manhattan,Rage,82,66,30,33,1,1,2,63,254,272,-18,0.455,2094,2096,49.7,1352,1581,859,790,8.95,243,31,0.1276,9,261,43,0.8352,14,4,6,Round 2,5,6
1,0,Chicago,Syndicate,77,66,30,35,0,1,1,61,260,319,-59,0.455,2255,2951,45.3,1447,1045,561,520,8.52,273,48,0.1758,27,244,55,0.7746,13,4,6,Round 1,1,4
5,0,New England,Wolfpack,67,66,30,35,0,3,1,61,201,255,-54,0.455,2050,2190,53.7,944,1148,782,480,5.26,153,30,0.1961,10,155,38,0.7548,14,4,7,Round 1,0,4
3,0,Toronto,North Stars,77,66,30,34,0,2,2,62,252,273,-21,0.455,2325,2430,51.1,1383,1191,568,605,8.45,225,40,0.1778,12,231,50,0.7835,12,3,7,Round 1,2,4
19,0,Seattle,Argonauts,62,66,30,29,2,3,5,67,214,214,0,0.455,,,,,,,,,,,,,,,,12,3,5,Round 2,5,7
